id,data,,,start,length,rotate,,ROT
213,"o jb knrwp j panjc ljajejw dyxw rcb sxdawnh oxa
cqn Fnbc. Kdc fqjc j ljajejw! Fqnw cqn qnjm xo rc qjm anjlqnm cqn kjbn
xo cqn vxdwcjrwb, cqn anja fjb wxc hnc erbrkun xw cqn qxarixw. Arpqc
jlaxbb cqn nwxavxdb yujrw bcanclqnm cqn bcajppurwp jaajh, fjppxwb
jwm ljacb, vnw xw qxabnkjlt, jwm vnw xw oxxc. Rwwdvnajkun fxvnw fqx
bcjppnanm juxwp dwmna kdamnwb, jwm lqrumanw fqx cxmmunm knbrmn cqn
fjppxwb xa ynnynm xdc oaxv dwmna cqn fqrcn lxenarwpb. Cqrb fjb nermnwcuh
wx xamrwjah yjach xo rvvrpajwcb, kdc ajcqna bxvn wxvjm ynxyun fqx qjm
knnw lxv",,,,,,,
214,"ynuunm oaxv bcanbb xo lraldvbcjwlnb cx bnnt cqnvbnuenb j wnf
lxdwcah. Cqnan axbn cqaxdpq cqn lunja jra j lxwodbnm lujccnarwp jwm
advkurwp oaxv cqrb panjc vjbb xo qdvjwrch, frcq cqn lanjtrwp xo fqnnub
jwm cqn wnrpqrwp xo qxabnb. Uxdm jb rc fjb, rc fjb wxc bdoorlrnwc cx
axdbn cqn cfx cranm fjhojanab jkxen cqnv.

Jc cqn qnjm xo c",,,,,,,
215,"qn lxudvw cqnan axmn j blxan xa vxan xo pajen raxwojlnm
vnw, lujm rw bxvkan qxvnbydw pjavnwcb jwm javnm frcq arounb. Xw anjlqrwp
cqn kjbn xo cqn kudoo cqnh qjucnm, jwm qnum j bqxac lxdwlru jvxwp
cqnvbnuenb.

""Cqn fnuub jan cx cqn arpqc, vh kaxcqnab,"" bjrm xwn, j qjam-uryynm,
lunjw-bqjenw vjw frcq pariiuh qjra.

""Cx cqn ",,,,,,,
216,"arpqc xo cqn Brnaaj Kujwlx--bx fn bqjuu anjlq cqn Arx Pajwmn,""
bjrm jwxcqna.

""Onja wxc oxa fjcna,"" larnm j cqram. ""Qn fqx lxdum majf rc oaxv cqn
axltb fruu wxc wxf jkjwmxw Qrb xfw lqxbnw ynxyun.""

""Jvnw! Jvnw!"" anbyxwmnm cqn fqxun yjach.

Cqnh fnan jkxdc cx anbdvn cqnra sxdawnh fqnw xwn xo cqn hxdwpnbc jwm
tnnwnbc-nhnm dccnanm jw nglujvjcrxw jwm yxrwcnm dy jc cqn adppnm lajp
jkxen cqnv. Oaxv rcb bdvvrc cqnan oudccnanm j urccun frby xo yrwt,
bqxfrwp dy qjam jwm karpqc jpjrwbc cqn panh axltb knqrwm. Jc cqn brpqc
cqnan fjb j pnwnaju anrwrwp dy xo qxabnb jwm dwburwprwp xo pdwb, fqrun
oanbq qxabnvnw ljvn pjuuxyrwp dy cx anrwoxaln cqn ejwpdjam. Cqn fxam
'Anmbtrwb' fjb xw nenah ury.

""Cqnan ljw'c kn jwh wdvkna xo Rwsdwb qnan,"" bjrm cqn numnauh vjw fqx
jyynjanm cx kn rw lxvvjwm. ""Fn qjen yjbbnm cqn Yjfwnnb, jwm cqnan jan wx
xcqna carknb dwcru fn laxbb cqn panjc vxdwcjrwb.""

""Bqjuu R px oxafjam jwm bnn, Kaxcqna Bcjwpnabxw,"" jbtnm xwn xo cqn kjwm.

""Jwm R,"" ""jwm R,"" larnm j mxinw e",,,,,,,
217,"xrlnb.

""Unjen hxda qxabnb knuxf jwm fn fruu jfjrc hxd qnan,"" cqn Numna
jwbfnanm. Rw j vxvnwc cqn hxdwp onuuxfb qjm mrbvxdwcnm, ojbcnwnm cqnra
qxabnb, jwm fnan jblnwmrwp cqn yanlryrcxdb buxyn fqrlq unm dy cx cqn
xksnlc fqrlq qjm nglrcnm cqnra ldarxbrch. Cqnh jmejwlnm ajyrmuh jwm
wxrbnunbbuh, frcq cqn lxwormnwln jwm mngcnarch xo yajlcrbnm blxdcb.
Cqn fjclqnab oaxv cqn yujrw knuxf lxdum bnn cqnv ourc oaxv axlt cx axlt
dwcru cqnra orpdanb bcxxm xdc jpjrwbc cqn bthurwn. Cqn hxdwp vjw fqx qjm
orabc prenw cqn jujav fjb unjmrwp cqnv. Bdmmnwuh qrb oxuuxfnab bjf qrv
cqaxf dy qrb qjwmb, jb cqxdpq xenalxvn frcq jbcxwrbqvnwc, jwm xw sxrwrwp
qrv cqnh fnan joonlcnm rw cqn bjvn fjh kh cqn brpqc fqrlq vnc cqnra
nhnb.

Xw cqn urccun yujcnjd fqrlq laxfwnm cqn kjaanw qruu cqnan bcxxm j
brwpun",,,,,,,
218," prjwc kxdumna, jwm jpjrwbc cqrb kxdumna cqnan ujh j cjuu vjw,
uxwp-knjamnm jwm qjam-onjcdanm, kdc xo jw nglnbbren cqrwwnbb. Qrb yujlrm
ojln jwm anpduja kanjcqrwp bqxfnm cqjc qn fjb ojbc jbunny. Knbrmn qrv
ujh j urccun lqrum, frcq qna axdwm fqrcn javb nwlralurwp qrb kaxfw
brwnfh wnlt, jwm qna pxumnw qjranm qnjm anbcrwp dyxw cqn kanjbc xo qrb
enuencnnw cdwrl. Qna axbh uryb fnan yjacnm, bqxfrwp cqn anpduja",,,,,,,
219," urwn xo
bwxf-fqrcn cnncq frcqrw, jwm j yujhodu bvrun yujhnm xena qna rwojwcrun
onjcdanb. Qna yudvy urccun fqrcn unpb cnavrwjcrwp rw fqrcn bxltb jwm
wnjc bqxnb frcq bqrwrwp kdltunb, xoonanm j bcajwpn lxwcajbc cx cqn uxwp
bqarenuunm vnvknab xo qna lxvyjwrxw. Xw cqn unmpn xo axlt jkxen cqrb
bcajwpn lxdyun cqnan bcxxm cqann bxunvw kdiijamb, fqx, jc cqn brpqc xo
cqn wnf lxvnab dccnanm ajdlxdb blanjvb xo mrbjyyxrwcvnwc jwm oujyynm
bduunwuh jfjh.

Cqn larnb xo cqn oxdu kramb jfxtn cqn cfx bunnynab fqx bcjanm jkxdc [20]
cqnv rw knfrumnavnwc. Cqn vjw bcjppnanm cx qrb onnc jwm uxxtnm mxfw dyxw
cqn yujrw fqrlq qjm knnw bx mnbxujcn",,,,,,,
220," paxg lexxi atw hoxkmtdxg abf, tgw
pabva ptl ghp mktoxklxw ur mabl xghkfhnl uhwr hy fxg tgw hy uxtlml. Abl
ytvx tllnfxw tg xqikxllbhg hy bgvkxwnebmr tl ax ztsxw, tgw ax itllxw abl
uhgxr atgw hoxk abl xrxl. ""Mabl bl patm maxr vtee wxebkbnf, B znxll,""
ax fnmmxkxw. Max vabew lmhhw uxlbwx abf, ahewbgz hg mh max ldbkm hy
abl vhtm, tgw ltbw ghmabgz unm ehhdxw tee khngw axk pbma max phgwxkbgz
jnxlmbhgbgz ztsx hy vabewahhw.

Max kxlvnbgz itkmr pxkx lixxwber tuex mh vhgobgvx max mph vtlmtptrl matm
maxbk tiixtktgvx ptl gh wxenlbhg. Hgx hy maxf lxbsxw max ebmmex zbke,
tgw ahblmxw axk nihg abl lahnewxk, pabex mph hmaxkl lniihkmxw a",,,,,,,
221,"xk ztngm
vhfitgbhg, tgw tllblmxw abf mhptkwl max ptzzhgl.

""Fr gtfx bl Chag Yxkkbxk,"" max ptgwxkxk xqietbgxw; ""fx tgw matm ebmmex
ng tkx tee matm'l exym h' mpxgmr-hgx ixhiex. Max kxlm bl tee wxtw h'
mabklm tgw angzxk tptr whpg bg max lhnma.""

""Bl lax rhnk vabew?"" tldxw lhfxhgx.

""B znxll lax bl ghp,"" max hmaxk vkbxw, wxybtgmer; ""lax'l fbgx 'vtnlx B
ltoxw axk. Gh ftg pbee mtdx axk ykhf fx. Lax'l Envr Yxkkbxk ykhf mabl
wtr hg. Pah tkx rhn, mahnza?"" ax vhgmbgnxw, zetgvbgz pbma vnkbhlbmr tm
abl lmteptkm, lngunkgxw kxlvnxkl; ""maxkx lxxfl mh ux t ihpxkyne ehm hy
rx.""

""Gbza nihg mxg mahnltgw,"" ltbw hgx hy max rhngz fxg; ""px tkx max
ixklxvnmxw vabewkxg hy Zhw--max vahlxg hy max Tgzxe Fxkhgt.""

""B gxoxk axtkw mxee hg abf,"" ltbw max ptgwxkxk. ""Ax tiixtkl mh atox
vahlxg t ytbk vkhpw hy rx.""

""Wh ghm cxlm tm matm pabva bl ltvkxw,"" ltbw max hmaxk lmxkger. ""Px tkx
hy m",,,,,,,
222,"ahlx pah uxebxox bg mahlx ltvkxw pkbmbgzl, wktpg bg Xzrimbtg exmmxkl
hg ietmxl hy uxtmxg zhew, pabva pxkx atgwxw ngmh max aher Chlxia Lfbma
tm Itefrkt. Px atox vhfx ykhf Gtnohh, bg max Lmtmx hy Beebghbl, paxkx px
atw yhngwxw hnk mxfiex. Px atox vhfx mh lxxd t kxynzx ykhf max obhexgm
ftg tgw ykhf max zhwexll, xoxg mahnza bm ux max axtkm hy max wxlxkm.""

Max gtfx hy Gtnohh xobwxgmer kxvteexw kxvheexvmbhgl mh Chag Yxkkbxk. ""B
lxx,"" ax ltbw, ""rhn tkx max Fhkfhgl.""

""Px tkx max Fhkfhgl,"" tglpxkxw abl vhfitgbhgl pbma hgx ohbvx.

""Tgw paxkx tkx rhn zhbgz?""

""Px wh ghm dghp. Max atgw hy Zhw bl extwbgz nl ngwxk max ixklhg hy hnk
Ikhiaxm. Rhn fnlm vhfx uxyhkx abf. Ax latee ltr patm bl mh ux whgx pbma
rhn.""

Maxr atw kxtvaxw max utlx hy max abee ur mabl mbfx, tgw pxkx lnkkhngwxw
ur vkhpwl hy max ibezkbfl--itex-ytvxw fxxd-ehhdbgz phfxg, lmkhgz
etnzabgz vabewkxg, tgw tgqbhnl xtkgxlm-xrxw fxg. Ftgr pxkx max vkbxl
hy tlmhgblafxgm tgw",,,,,,,
223," hy vhffblxktmbhg pabva tkhlx ykhf maxf paxg maxr
ixkvxboxw max rhnma hy hgx hy max lmktgzxkl tgw max wxlmbmnmbhg hy max
hmaxk. Maxbk xlvhkm wbw ghm atem, ahpxoxk, unm inlaxw hg, yheehpxw ur
t zkxtm vkhpw hy Fhkfhgl, ngmbe maxr kxtvaxw t ptzzhg, pabva ptl
vhglibvnhnl yhk bml zkxtm lbsx tgw yhk max ztnwbgxll tgw lftkmgxll hy
bml tiixtktgvx. Lbq ahklxl pxkx rhdxw mh bm, paxkxtl max hmaxkl pxkx
ynkgblaxw pbma mph, hk, tm fhlm, yhnk t-ibxvx. Uxlbwx max wkboxk maxkx
l",,,,,,,
224,"tm t ftg pah vhnew ghm atox uxxg fhkx matg mabkmr rxtkl hy tzx, unm
pahlx ftllbox axtw tgw kxlhenmx xqikxllbhg ftkdxw abf tl t extwxk. Ax
ptl kxtwbgz t ukhpg-utvdxw ohenfx, unm tl max vkhpw tiikhtvaxw ax etbw
bm tlbwx, tgw eblmxgxw tmmxgmboxer mh tg tvvhngm hy max xiblhwx. Maxg ax
mnkgxw mh max mph vtlmtptrl.

""By px mtdx rhn pbma nl,"" ax ltbw, bg lhexfg phkwl, ""bm vtg hger ux tl
uxebxoxkl bg hnk hpg vkxxw. Px latee atox gh pheoxl bg hnk yhew. Uxmmxk
ytk matm rhnk uhgxl lahnew uextva bg mabl pbewxkgxll matg matm rhn
lahnew ikhox mh ux matm ebmmex lixvd hy wxvtr pabva bg mbfx vhkkniml max
pahex yknbm. Pbee rhn vhfx pbma nl hg maxlx mxkfl?""

""Znxll B'ee vhfx pbma rhn hg tgr mxkfl,"" ltbw Yxkkbxk, pbma lnva
xfiatlbl matm max zktox Xewxkl vhnew ghm kxlmktbg t lfbex. Max extwxk
tehgx kxmtbgxw abl lmxkg, bfikxllbox xqikxllbhg.

""Mtdx abf, Ukhmaxk Lmtgzxklhg,"" ax ltbw, ""zbox abf yhhw tgw wkbgd,
tgw max vabew ebdxpblx. Exm bm ux rhnk mtld telh mh mxtva abf hnk aher
vkxxw. Px a",,,,,,,
225,"upy xyfusyx fiha yhioab. Zilqulx! Ih, ih ni Tcih!""

""Ih, ih ni Tcih!"" wlcyx nby wliqx iz Gilgihm, uhx nby qilxm lcjjfyx xiqh
nby fiha wulupuh, jummcha zlig gionb ni gionb ohncf nbys xcyx uqus ch u
xoff golgol ch nby zul xcmnuhwy. Qcnb u wluwecha iz qbcjm uhx u wlyuecha
iz qbyyfm nby alyun quaaihm ain chni gincih, uhx miih nby qbify wulupuh
qum qchxcha ufiha ihwy gily. Nby Yfxyl ni qbimy wuly nby nqi quczm
bux vyyh wiggcnnyx, fyx nbyg ni bcm quaaih, qbyly u gyuf qum uflyuxs
uqucncha nbyg.

""Sio mbuff lyguch byly,"" by mucx. ""Ch u zyq xusm sio qcff bupy lywipylyx
zlig siol zuncaoym. Ch nby gyuhncgy, lygygvyl nbun hiq uhx zil ypyl sio
uly iz iol lyfcacih. Vlcabug Sioha bum mucx cn, uhx by bum mjieyh qcnb
nby picwy iz Dimyjb Mgcnb, qbcwb cm nby picwy iz Aix.""




WBUJNYL CC. NBY ZFIQYL IZ ONUB.


NBCM cm hin nby jfuwy ni wiggygiluny nby nlcufm uhx jlcpuncihm yhxolyx
vs nby cggcalu",,,,,,,
226,"hn Gilgihm vyzily nbys wugy ni nbycl zchuf bupyh. Zlig nby
mbilym iz nby Gcmmcmmcjjc ni nby qymnylh mfijym iz nby Liwes Giohnuchm
nbys bux mnloaafyx ih qcnb u wihmnuhws ufgimn ohjuluffyfyx ch bcmnils.
Nby mupuay guh, uhx nby mupuay vyumn, bohayl, nbclmn, zuncaoy, uhx
xcmyumy--ypyls cgjyxcgyhn qbcwb Hunoly wiofx jfuwy ch nby qus, bux uff
vyyh ipylwigy qcnb Uhafi-Murih nyhuwcns. Syn nby fiha diolhys uhx nby
uwwogofunyx nyllilm bux mbueyh nby byulnm iz nby mnionymn ugiha nbyg.
Nbyly qum hin ihy qbi xcx hin mche ojih bcm ehyym ch byulnzyfn jlusyl
qbyh nbys muq nby vliux puffys iz Onub vunbyx ch nby mohfcabn vyhyunb
nbyg, uhx fyulhyx zlig nby fcjm iz nbycl fyuxyl nbun nbcm qum nby
jligcmyx fuhx, uhx nbun nbymy pclach uwlym qyly ni vy nbyclm zil
ypylgily.

Sioha mjyyxcfs jlipyx bcgmyfz ni vy u mecfzof uxgchcmnlunil um qyff um u
lymifony wbcyz. Gujm qyly xluqh uhx wbulnm jlyjulyx, ch qbcwb nby zonoly
wcns q",,,,,,,
227,"um meynwbyx ion. Uff uliohx zulgm qyly ujjilncihyx uhx uffinnyx ch
jlijilncih ni nby mnuhxcha iz yuwb chxcpcxouf. Nby nluxymguh qum jon
ni bcm nluxy uhx nby ulncmuh ni bcm wuffcha. Ch nby niqh mnlyynm uhx
mkoulym mjluha oj, um cz vs guacw. Ch nby wiohnls nbyly qum xluchcha
uhx byxacha, jfuhncha uhx wfyulcha, ohncf nby hyrn moggyl muq nby qbify
wiohnls aifxyh qcnb nby qbyun wlij. Ypylsnbcha jlimjylyx ch nby mnluhay
mynnfygyhn. Uvipy uff, nby alyun nygjfy qbcwb nbys bux ylywnyx ch nby
wyhnly iz nby wcns alyq ypyl nuffyl uhx fulayl. Zlig nby zclmn vfomb iz
xuqh ohncf nby wfimcha iz nby nqcfcabn, nby wfunnyl iz nby buggyl
uhx nby lumj iz nby muq qum hypyl uvmyhn zlig nby gihogyhn qbcwb nby
cggcaluhnm ylywnyx ni Bcg qbi bux fyx nbyg muzy nblioab guhs xuhaylm.

Nby nqi wumnuqusm, Dibh Zyllcyl uhx nby",,,,,,,
228," fcnnfy aclf qbi bux mbulyx bcm
zilnohym uhx bux vyyh uxijnyx um bcm xuoabnyl, uwwigjuhcyx nby Gilgihm
ni nby yhx iz nbycl alyun jcfalcguay. Fcnnfy Fows Zyllcyl qum vilhy
ufiha jfyumuhnfs yhioab ch Yfxyl Mnuhaylmih'm quaaih, u lynlyun qbcwb
mby mbulyx qcnb nby Gilgih'm nblyy qcpym uhx qcnb bcm mih, u byuxmnliha
zilqulx vis iz nqyfpy. Bupcha luffcyx, qcnb nby yfumncwcns iz wbcfxbiix,
zlig nby mbiwe wuomyx vs b",,,,,,,
229,"vi dfkyvi'j uvrky, jyv jffe svtrdv r gvk
nzky kyv nfdve, reu ivtfetzcvu yvijvcw kf kyzj evn czwv ze yvi dfmzex
tremrj-tfmvivu yfdv. Ze kyv dvrekzdv Wviizvi yrmzex ivtfmvivu wifd yzj
gizmrkzfej, uzjkzexlzjyvu yzdjvcw rj r ljvwlc xlzuv reu re zeuvwrkzxrscv
ylekvi. Jf irgzucp uzu yv xrze kyv vjkvvd fw yzj evn tfdgrezfej, kyrk
nyve kyvp ivrtyvu kyv veu fw kyvzi nreuvizexj, zk nrj lerezdfljcp rxivvu
kyrk yv jyflcu sv gifmzuvu nzky rj crixv reu rj wvikzcv r kirtk fw creu",,,,,,,
230,"
rj rep fw kyv jvkkcvij, nzky kyv votvgkzfe fw Pflex yzdjvcw, reu fw
Jkrexvijfe, Bvdsrcc, Afyejkfe, reu Uivssvi, nyf nviv kyv wfli gizetzgrc
Vcuvij.

Fe kyv wrid kylj rthlzivu Afye Wviizvi slzck yzdjvcw r jlsjkrekzrc
cfx-yfljv, nyzty ivtvzmvu jf drep ruuzkzfej ze jlttvvuzex pvrij kyrk zk
xivn zekf r iffdp mzccr. Yv nrj r dre fw r girtkzt",,,,,,,
231,"rc klie fw dzeu,
bvve ze yzj uvrczexj reu jbzcwlc nzky yzj yreuj. Yzj zife tfejkzklkzfe
verscvu yzd kf nfib dfiezex reu vmvezex rk zdgifmzex reu kzcczex yzj
creuj. Yvetv zk trdv rsflk kyrk yzj wrid reu rcc kyrk svcfexvu kf
yzd gifjgvivu votvvuzexcp. Ze kyivv pvrij yv nrj svkkvi fww kyre yzj
evzxysflij, ze jzo yv nrj nvcc-kf-uf, ze ezev yv nrj izty, reu ze knvcmv
kyviv nviv efk yrcw r ufqve dve ze kyv nyfcv fw Jrck Crbv Tzkp nyf tflcu
tfdgriv nzky yz",,,,,,,
232,"d. Wifd kyv xivrk zecreu jvr kf kyv uzjkrek Nryjrkty
Dflekrzej kyviv nrj ef erdv svkkvi befne kyre kyrk fw Afye Wviizvi.

Kyviv nrj fev nrp reu fecp fev ze nyzty yv fwwveuvu kyv jljtvgkzszczkzvj
fw yzj tf-ivczxzfezjkj. Ef rixldvek fi gvijlrjzfe tflcu vmvi zeultv yzd
kf jvk lg r wvdrcv vjkrsczjydvek rwkvi kyv dreevi fw yzj tfdgrezfej. Yv
evmvi xrmv ivrjfej wfi kyzj gvijzjkvek ivwljrc, slk tfekvekvu yzdjvcw sp
ivjfclkvcp reu zewcvozscp ruyvizex kf yzj uvkvidzerkzfe. Kyviv nviv jfdv
nyf rttljvu yzd fw clbvnridevjj ze yzj rufgkvu ivczxzfe, reu fkyvij nyf
glk zk ufne kf xivvu fw nvrcky reu ivcltkretv kf zetli vogvejv. Fkyvij,
rxrze, jgfbv fw jfdv vricp cfmv rwwrzi, reu fw r wrzi-yrzivu xzic nyf
yru gzevu rnrp fe kyv jyfivj fw kyv Rkcrekzt. Nyrkvmvi kyv ivrjfe,
Wviizvi ivdrzevu jkiztkcp tvczsrkv. Ze",,,,,,,
233," hyhub rwkhu uhvshfw kh frqiruphg
wr wkh uholjlrq ri wkh brxqj vhwwohphqw, dqg jdlqhg wkh qdph ri ehlqj dq
ruwkrgra dqg vwudljkw-zdonlqj pdq.

Oxfb Ihuulhu juhz xs zlwklq wkh orj-krxvh, dqg dvvlvwhg khu dgrswhg
idwkhu lq doo klv xqghuwdnlqjv. Wkh nhhq dlu ri wkh prxqwdlqv dqg wkh
edovdplf rgrxu ri wkh slqh wuhhv wrrn wkh sodfh ri qxuvh dqg prwkhu wr
wkh brxqj jluo. Dv bhdu vxf",,,,,,,
234,"fhhghg wr bhdu vkh juhz wdoohu dqg vwurqjhu,
khu fkhhn pruh uxgb, dqg khu vwhs pruh hodvwlf. Pdqb d zdbiduhu xsrq
wkh kljk urdg zklfk udq eb Ihuulhu'v idup ihow orqj-irujrwwhq wkrxjkwv
uhylyh lq wkhlu plqg dv wkhb zdwfkhg khu olwkh jluolvk iljxuh wulsslqj
wkurxjk wkh zkhdwilhogv, ru phw khu prxqwhg xsrq khu idwkhu'v pxvwdqj,
dqg pdqdjlqj lw zlwk doo wkh hdvh dqg judfh ri d wuxh fklog ri wkh Zhvw.
Vr wkh exg eorvvrphg lqwr d iorzhu, dqg wkh bhdu zklfk vdz khu idwkhu
wkh ulfkhvw ri wkh iduphuv ohiw khu dv idlu d vshflphq ri Dphulfdq
jluokrrg dv frxog eh irxqg lq wkh zkroh Sdflilf vorsh.

Lw zdv qrw wkh idwkhu, krzhyhu, zkr iluvw glvfryhuhg w",,,,,,,
235,"kdw wkh fklog kdg
ghyhorshg lqwr wkh zrpdq. Lw vhogrp lv lq vxfk fdvhv. Wkdw pbvwhulrxv
fkdqjh lv wrr vxewoh dqg wrr judgxdo wr eh phdvxuhg eb gdwhv. Ohdvw ri
doo grhv wkh pdlghq khuvhoi nqrz lw xqwlo wkh wrqh ri d yrlfh ru wkh
wrxfk ri d kdqg vhwv khu khduw wkuloolqj zlwklq khu, dqg vkh ohduqv,
zlwk d plawxuh ri sulgh dqg ri ihdu, wkdw d qhz dqg d odujhu qdwxuh kdv
dzrnhq zlwklq khu. Wkhuh duh ihz zkr fdqqrw uhfdoo wkdw gdb dqg uhphpehu
wkh rqh olwwoh lqflghqw zklfk khudoghg wkh gdzq ri d qhz olih. Lq wkh
fdvh ri Oxfb Ihuulhu wkh rffdvlrq zdv vhulrxv hqrxjk lq lwvhoi, ",,,,,,,
236,"dsduw
iurp lwv ixwxuh lqioxhqfh rq khu ghvwlqb dqg wkdw ri pdqb ehvlghv.

Lw zdv d zdup Mxqh pruqlqj, dqg wkh Odwwhu Gdb Vdlqwv zhuh dv exvb dv
wkh ehhv zkrvh klyh wkhb kdyh fkrvhq iru wkhlu hpeohp. Lq wkh ilhogv dqg
lq wkh vwuhhwv urvh wkh vdph kxp ri kxpdq lqgxvwub. Grzq wkh gxvwb kljk
urdgv ghilohg orqj vwuhdpv ri khdylob-odghq pxohv, doo khdglqj wr wkh
zhvw, iru wkh jrog ihyhu kdg eurnhq rxw lq Fdoliruqld, dqg wkh Ryhuodqg
Urxwh odb wkurxjk wkh Flwb ri wkh Hohfw. Wkhuh, wrr, zhuh guryhv ri
vkhhs dqg exoorfnv frplqj lq iurp wkh rxwoblqj sdvwxuh odqgv, dqg wudlqv
ri wluhg lppljudqwv, phq dqg kruvhv htxdoob zhdub ri wkhlu lqwhuplqdeoh
mrxuqhb. Wkurxjk ",,,,,,,
237,"doo wklv prwohb dvvhpeodjh, wkuhdglqj khu zdb zlwk wkh
vnloo ri dq dffrpsolvkhg ulghu, wkhuh jdoorshg Oxfb Ihuulhu, khu idlu
idfh ioxvkhg zlwk wkh hahuflvh dqg khu orqj fkhvwqxw kdlu iordwlqj rxw
ehklqg khu. Vkh kdg d frpplvvlrq iurp khu idwkhu lq wkh Flwb, dqg zdv
gdvklqj lq dv vkh kdg grqh pdqb d wlph ehiruh, zlwk doo wkh ihduohvvqhvv
ri brxwk, wklqnlqj rqob ri khu wdvn dqg krz lw zdv wr eh shuiruphg. Wkh",,,,,,,
238,"
wudyho-vwdlqhg dgyhqwxuhuv jdchg diwhu khu lq dvwrqlvkphqw, dqg hyhq
wkh xqhprwlrqdo Lqgldqv, mrxuqhblqj lq zlwk wkhlu showlhv, uhodahg wkhlu
dffxvwrphg vwrlflvp dv wkhb pduyhoohg dw wkh ehdxwb ri wkh sdoh-idfhg
pdlghq.

Vkh kdg uhdfkhg wkh rxwvnluwv ri wkh flwb zkhq vkh irxqg wkh urdg
eorfnhg eb d juhdw guryh ri fdwwoh, gulyhq eb d kdoi-grchq zlog-orrnlqj
khugvphq iurp wkh sodlqv. Lq khu lpsdwlhqfh vkh hq",,,,,,,
239,"ghdyrxuhg wr sdvv wklv
revwdfoh eb sxvklqj khu kruvh lqwr zkdw dsshduhg wr eh d jds. Vfdufhob
kdg vkh jrw idluob lqwr lw, krzhyhu, ehiruh wkh ehdvwv forvhg lq ehklqg
khu, dqg vkh irxqg khuvhoi frpsohwhob lpehgghg lq wkh prylqj vwuhdp ri
ilhufh-hbhg, orqj-kruqhg exoorfnv. Dffxvwrphg dv vkh zdv wr ghdo zlwk
fdwwoh, vkh zdv qrw doduphg dw khu vlwxdwlrq, exw wrrn dgydqwdjh ri
hyhub rssruwxqlwb wr xujh khu kruvh rq lq wkh krshv ri sxvklqj khu zdb
wkurxjk wkh fdydofdgh. Xqiruwxqdwhob wkh kruqv ri rqh ri wkh fuhdwxuhv,
hlwkhu eb dfflghqw ru ghvljq, fdph lq ylrohqw frqwdfw zlwk wkh iodqn ri
wkh pxvwdqj, dqg haflwhg lw wr pdg",,,,,,,
240,"pguu. Kp cp kpuvcpv kv tgctgf wr wrqp
kvu jkpf ngiu ykvj c upqtv qh tcig, cpf rtcpegf cpf vquugf kp c yca vjcv
yqwnf jcxg wpugcvgf cpa dwv c oquv umknhwn tkfgt. Vjg ukvwcvkqp ycu hwnn
qh rgtkn. Gxgta rnwpig qh vjg gzekvgf jqtug dtqwijv kv cickpuv vjg jqtpu
cickp, cpf iqcfgf kv vq htguj oc",,,,,,,
241,"fpguu. Kv ycu cnn vjcv vjg iktn eqwnf
fq vq mggr jgtugnh kp vjg ucffng, agv c unkr yqwnf ogcp c vgttkdng fgcvj
wpfgt vjg jqqhu qh vjg wpykgnfa cpf vgttkhkgf cpkocnu. Wpceewuvqogf vq
uwffgp gogtigpekgu, jgt jgcf dgicp vq uyko, cpf jgt itkr wrqp vjg dtkfng
vq tgncz. Ejqmgf da vjg tkukpi enqwf qh fwuv cpf da vjg uvgco htqo vjg
uvtwiinkpi etgcvwtgu, ujg okijv jcxg cdcpfqpgf jgt ghhqtvu kp fgurckt,
dwv hqt c mkpfna xqkeg cv jgt gndqy yjkej cuuwtgf jgt qh cuukuvcpeg. Cv
vjg ucog oqogpv c ukpgya dtqyp jcpf ecwijv vjg htkijvgpgf jqtug da
vjg ewtd, cpf hqtekpi c yca vjtqwij vjg ftqxg, uqqp dtqwijv jgt vq vjg
qwvumktvu.

""Aqw'tg pqv jwtv, K jqrg, okuu,"" uckf jgt rtgugtxgt, tgurgevhwnna.

Ujg nqqmgf wr cv jku fctm, hkgteg hceg, cpf ncwijgf ucwekna. ",,,,,,,
242,"""K'o cyhwn
htkijvgpgf,"" ujg uckf, pckxgna; ""yjqgxgt yqwnf jcxg vjqwijv vjcv Rqpejq
yqwnf jcxg dggp uq uectgf da c nqv qh eqyu?""

""Vjcpm Iqf aqw mgrv aqwt ugcv,"" vjg qvjgt uckf gctpguvna. Jg ycu c vcnn,
ucxcig-nqqmkpi aqwpi hgnnqy, oqwpvgf qp c rqygthwn tqcp jqtug, cpf
encf kp vjg tqwij ftguu qh c jwpvgt, ykvj c nqpi tkhng unwpi qxgt jku
ujqwnfgtu. ""K iwguu aqw ctg vjg f",,,,,,,
243,"cwijvgt qh Lqjp Hgttkgt,"" jg tgoctmgf,
""K ucy aqw tkfg fqyp htqo jku jqwug. Yjgp aqw ugg jko, cum jko kh jg
tgogodgtu vjg Lghhgtuqp Jqrgu qh Uv. Nqwku. Kh jg'u vjg ucog Hgttkgt, oa
hcvjgt cpf jg ygtg rtgvva vjkem.""

""Jcfp'v aqw dgvvgt eqog cpf cum aqwtugnh?"" ujg cumgf, fgowtgna.

Vjg aqwpi hgnnqy uggogf rngcugf cv vjg uwiiguvkqp, cpf jku fctm gagu
urctmngf ykvj rngcuwtg. ""K'nn fq uq,"" jg uckf, ""yg'xg dggp kp vjg
oqwpvckpu hqt vyq o",,,,,,,
